Index,MC,Sensor,Type,Step,Parameter,SubCh,Partition,FieldName,Register,Field,Name
3038,M5,ANA,DATA,1,HVTPROUT,B,0,adcout,ddrd_n0_dll_csr,M5_B_0_1_DATA_HVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3039,M5,ANA,CC,1,HVTPROUT,B,x,adcout,ddrcc_dll_csr,M5_B_x_1_CC_HVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3040,M5,ANA,DATA,x,LVTNVT,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_x_DATA_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3041,M5,ANA,DATA,0,ULVTNGM,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_0_DATA_ULVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3042,M5,ANA,DATA,0,LVTNGM,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_0_DATA_LVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3043,M5,ANA,DATA,0,SVTNGM,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_0_DATA_SVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3044,M5,ANA,DATA,0,HVTNGM,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_0_DATA_HVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3045,M5,ANA,DATA,0,ULVTPGM,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_0_DATA_ULVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3046,M5,ANA,DATA,0,LVTPGM,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_0_DATA_LVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3047,M5,ANA,DATA,0,SVTPGM,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_0_DATA_SVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3048,M5,ANA,DATA,0,HVTPGM,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_0_DATA_HVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3049,M5,ANA,DATA,0,ULVTNROUT,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_0_DATA_ULVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3050,M5,ANA,DATA,0,LVTNROUT,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_0_DATA_LVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3051,M5,ANA,DATA,0,SVTNROUT,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_0_DATA_SVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3052,M5,ANA,DATA,0,HVTNROUT,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_0_DATA_HVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3053,M5,ANA,DATA,0,ULVTPROUT,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_0_DATA_ULVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3054,M5,ANA,DATA,0,LVTPROUT,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_0_DATA_LVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3055,M5,ANA,DATA,0,SVTPROUT,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_0_DATA_SVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3056,M5,ANA,DATA,0,HVTPROUT,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_0_DATA_HVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3057,M5,ANA,DATA,x,SVTNVT,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_x_DATA_SVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3058,M5,ANA,DATA,x,LVTPVT,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_x_DATA_LVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3059,M5,ANA,DATA,x,SVTPVT,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_x_DATA_SVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3060,M5,ANA,DATA,x,NBIAS,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_x_DATA_NBIAS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3061,M5,ANA,DATA,x,VCC_PBIAS,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_x_DATA_VCC_PBIAS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3062,M5,ANA,DATA,x,VCC,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_x_DATA_VCC,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3063,M5,ANA,DATA,x,VSS,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_x_DATA_VSS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3064,M5,ANA,DATA,1,ULVTNGM,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_1_DATA_ULVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3065,M5,ANA,DATA,1,LVTNGM,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_1_DATA_LVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3066,M5,ANA,DATA,1,SVTNGM,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_1_DATA_SVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3067,M5,ANA,DATA,1,HVTNGM,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_1_DATA_HVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3068,M5,ANA,DATA,1,ULVTPGM,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_1_DATA_ULVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3069,M5,ANA,DATA,1,LVTPGM,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_1_DATA_LVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3070,M5,ANA,DATA,1,SVTPGM,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_1_DATA_SVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3071,M5,ANA,DATA,1,HVTPGM,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_1_DATA_HVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3072,M5,ANA,DATA,1,ULVTNROUT,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_1_DATA_ULVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3073,M5,ANA,DATA,1,LVTNROUT,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_1_DATA_LVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3074,M5,ANA,DATA,1,SVTNROUT,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_1_DATA_SVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3075,M5,ANA,DATA,1,HVTNROUT,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_1_DATA_HVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3076,M5,ANA,DATA,1,ULVTPROUT,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_1_DATA_ULVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3077,M5,ANA,DATA,1,LVTPROUT,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_1_DATA_LVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3078,M5,ANA,DATA,1,SVTPROUT,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_1_DATA_SVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3079,M5,ANA,DATA,1,HVTPROUT,A,1,adcout,ddrd_n0_dll_csr,M5_A_1_1_DATA_HVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3080,M5,ANA,DATA,x,LVTNVT,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_x_DATA_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3081,M5,ANA,DATA,0,ULVTNGM,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_0_DATA_ULVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3082,M5,ANA,DATA,0,LVTNGM,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_0_DATA_LVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3083,M5,ANA,DATA,0,SVTNGM,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_0_DATA_SVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3084,M5,ANA,DATA,0,HVTNGM,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_0_DATA_HVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3085,M5,ANA,DATA,0,ULVTPGM,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_0_DATA_ULVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3086,M5,ANA,DATA,0,LVTPGM,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_0_DATA_LVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3087,M5,ANA,DATA,0,SVTPGM,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_0_DATA_SVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3088,M5,ANA,DATA,0,HVTPGM,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_0_DATA_HVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3089,M5,ANA,DATA,0,ULVTNROUT,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_0_DATA_ULVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3090,M5,ANA,DATA,0,LVTNROUT,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_0_DATA_LVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3091,M5,ANA,DATA,0,SVTNROUT,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_0_DATA_SVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3092,M5,ANA,DATA,0,HVTNROUT,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_0_DATA_HVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3093,M5,ANA,DATA,0,ULVTPROUT,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_0_DATA_ULVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3094,M5,ANA,DATA,0,LVTPROUT,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_0_DATA_LVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3095,M5,ANA,DATA,0,SVTPROUT,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_0_DATA_SVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3096,M5,ANA,DATA,0,HVTPROUT,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_0_DATA_HVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3097,M5,ANA,DATA,x,SVTNVT,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_x_DATA_SVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3098,M5,ANA,DATA,x,LVTPVT,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_x_DATA_LVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3099,M5,ANA,DATA,x,SVTPVT,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_x_DATA_SVTPVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3100,M5,ANA,DATA,x,NBIAS,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_x_DATA_NBIAS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3101,M5,ANA,DATA,x,VCC_PBIAS,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_x_DATA_VCC_PBIAS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3102,M5,ANA,DATA,x,VCC,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_x_DATA_VCC,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3103,M5,ANA,DATA,x,VSS,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_x_DATA_VSS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3104,M5,ANA,DATA,1,ULVTNGM,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_1_DATA_ULVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3105,M5,ANA,DATA,1,LVTNGM,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_1_DATA_LVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3106,M5,ANA,DATA,1,SVTNGM,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_1_DATA_SVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3107,M5,ANA,DATA,1,HVTNGM,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_1_DATA_HVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3108,M5,ANA,DATA,1,ULVTPGM,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_1_DATA_ULVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3109,M5,ANA,DATA,1,LVTPGM,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_1_DATA_LVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3110,M5,ANA,DATA,1,SVTPGM,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_1_DATA_SVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3111,M5,ANA,DATA,1,HVTPGM,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_1_DATA_HVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3112,M5,ANA,DATA,1,ULVTNROUT,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_1_DATA_ULVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3113,M5,ANA,DATA,1,LVTNROUT,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_1_DATA_LVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3114,M5,ANA,DATA,1,SVTNROUT,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_1_DATA_SVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3115,M5,ANA,DATA,1,HVTNROUT,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_1_DATA_HVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3116,M5,ANA,DATA,1,ULVTPROUT,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_1_DATA_ULVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3117,M5,ANA,DATA,1,LVTPROUT,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_1_DATA_LVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3118,M5,ANA,DATA,1,SVTPROUT,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_1_DATA_SVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3119,M5,ANA,DATA,1,HVTPROUT,B,1,adcout,ddrd_n0_dll_csr,M5_B_1_1_DATA_HVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3120,M5,ANA,DATA,x,LVTNVT,A,2,adcout,ddrd_n0_dll_csr,M5_A_2_x_DATA_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3121,M5,ANA,DATA,0,ULVTNGM,A,2,adcout,ddrd_n0_dll_csr,M5_A_2_0_DATA_ULVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3122,M5,ANA,DATA,0,LVTNGM,A,2,adcout,ddrd_n0_dll_csr,M5_A_2_0_DATA_LVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3123,M5,ANA,DATA,0,SVTNGM,A,2,adcout,ddrd_n0_dll_csr,M5_A_2_0_DATA_SVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3124,M5,ANA,DATA,0,HVTNGM,A,2,adcout,ddrd_n0_dll_csr,M5_A_2_0_DATA_HVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3125,M5,ANA,DATA,0,ULVTPGM,A,2,adcout,ddrd_n0_dll_csr,M5_A_2_0_DATA_ULVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3126,M5,ANA,DATA,0,LVTPGM,A,2,adcout,ddrd_n0_dll_csr,M5_A_2_0_DATA_LVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3127,M5,ANA,DATA,0,SVTPGM,A,2,adcout,ddrd_n0_dll_csr,M5_A_2_0_DATA_SVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3128,M5,ANA,DATA,0,HVTPGM,A,2,adcout,ddrd_n0_dll_csr,M5_A_2_0_DATA_HVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3129,M5,ANA,DATA,0,ULVTNROUT,A,2,adcout,ddrd_n0_dll_csr,M5_A_2_0_DATA_ULVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3130,M5,ANA,DATA,0,LVTNROUT,A,2,adcout,ddrd_n0_dll_csr,M5_A_2_0_DATA_LVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
3131,M5,ANA,DATA,0,SVTNROUT,A,2,adcout,ddrd_n0_dll_csr,M5_A_2_0_DATA_SVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
