Index,MC,TYPE,SubChannel,Partition,Nibble,Bit,Offset,FieldName,Register,Field,Name,Name_Index,combined_string
3697,M3,DATA,B,3,1,0,x,Rdac_preampVoutcm,ddrd_n1_rxdq_ctl2_bit[0],M3_B_3_1_0_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3697,&---M3---DATA---B---3---1---0---x---Rdac_preampVoutcm---ddrd_n1_rxdq_ctl2_bit[0]---M3_B_3_1_0_x_RdacPreampVoutcm
3698,M3,DATA,B,3,1,0,x,preamp_rshunt,ddrd_n1_rxdq_ctl2_bit[0],M3_B_3_1_0_x_PreampRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3698,&---M3---DATA---B---3---1---0---x---preamp_rshunt---ddrd_n1_rxdq_ctl2_bit[0]---M3_B_3_1_0_x_PreampRshunt
3699,M3,DATA,B,3,1,0,x,RdacSum0Voutcm,ddrd_n1_rxdq_ctl2_bit[0],M3_B_3_1_0_x_RdacSum0Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3699,&---M3---DATA---B---3---1---0---x---RdacSum0Voutcm---ddrd_n1_rxdq_ctl2_bit[0]---M3_B_3_1_0_x_RdacSum0Voutcm
3700,M3,DATA,B,3,1,0,x,RdacSum180Voutcm,ddrd_n1_rxdq_ctl2_bit[0],M3_B_3_1_0_x_RdacSum180Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3700,&---M3---DATA---B---3---1---0---x---RdacSum180Voutcm---ddrd_n1_rxdq_ctl2_bit[0]---M3_B_3_1_0_x_RdacSum180Voutcm
3701,M3,DATA,B,3,1,0,x,RdacSum270Voutcm,ddrd_n1_rxdq_ctl2_bit[0],M3_B_3_1_0_x_RdacSum270Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3701,&---M3---DATA---B---3---1---0---x---RdacSum270Voutcm---ddrd_n1_rxdq_ctl2_bit[0]---M3_B_3_1_0_x_RdacSum270Voutcm
3702,M3,DATA,B,3,1,0,x,RdacSum90Voutcm,ddrd_n1_rxdq_ctl2_bit[0],M3_B_3_1_0_x_RdacSum90Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3702,&---M3---DATA---B---3---1---0---x---RdacSum90Voutcm---ddrd_n1_rxdq_ctl2_bit[0]---M3_B_3_1_0_x_RdacSum90Voutcm
3703,M3,DATA,B,3,1,0,x,vref_ctl,ddrd_n1_rxdq_ctl2_bit[0],M3_B_3_1_0_x_VrefCtl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3703,&---M3---DATA---B---3---1---0---x---vref_ctl---ddrd_n1_rxdq_ctl2_bit[0]---M3_B_3_1_0_x_VrefCtl
3704,M3,DATA,B,3,1,0,x,Sum0OffsetTune,ddrd_n1_rxdq_ctl2_bit[0],M3_B_3_1_0_x_Sum0OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3704,&---M3---DATA---B---3---1---0---x---Sum0OffsetTune---ddrd_n1_rxdq_ctl2_bit[0]---M3_B_3_1_0_x_Sum0OffsetTune
3705,M3,DATA,B,3,1,0,x,Sum180OffsetTune,ddrd_n1_rxdq_ctl2_bit[0],M3_B_3_1_0_x_Sum180OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3705,&---M3---DATA---B---3---1---0---x---Sum180OffsetTune---ddrd_n1_rxdq_ctl2_bit[0]---M3_B_3_1_0_x_Sum180OffsetTune
3706,M3,DATA,B,3,1,0,x,Sum270OffsetTune,ddrd_n1_rxdq_ctl2_bit[0],M3_B_3_1_0_x_Sum270OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3706,&---M3---DATA---B---3---1---0---x---Sum270OffsetTune---ddrd_n1_rxdq_ctl2_bit[0]---M3_B_3_1_0_x_Sum270OffsetTune
3707,M3,DATA,B,3,1,0,x,Sum90OffsetTune,ddrd_n1_rxdq_ctl2_bit[0],M3_B_3_1_0_x_Sum90OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3707,&---M3---DATA---B---3---1---0---x---Sum90OffsetTune---ddrd_n1_rxdq_ctl2_bit[0]---M3_B_3_1_0_x_Sum90OffsetTune
3708,M3,DATA,B,3,1,1,x,Sum_rshunt,ddrd_n1_rxdq_ctl2_bit[1],M3_B_3_1_1_x_SumRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3708,&---M3---DATA---B---3---1---1---x---Sum_rshunt---ddrd_n1_rxdq_ctl2_bit[1]---M3_B_3_1_1_x_SumRshunt
3709,M3,DATA,B,3,1,1,x,Rdac_preampVoutcm,ddrd_n1_rxdq_ctl2_bit[1],M3_B_3_1_1_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3709,&---M3---DATA---B---3---1---1---x---Rdac_preampVoutcm---ddrd_n1_rxdq_ctl2_bit[1]---M3_B_3_1_1_x_RdacPreampVoutcm
3710,M3,DATA,B,3,1,1,x,preamp_rshunt,ddrd_n1_rxdq_ctl2_bit[1],M3_B_3_1_1_x_PreampRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3710,&---M3---DATA---B---3---1---1---x---preamp_rshunt---ddrd_n1_rxdq_ctl2_bit[1]---M3_B_3_1_1_x_PreampRshunt
3711,M3,DATA,B,3,1,1,x,RdacSum0Voutcm,ddrd_n1_rxdq_ctl2_bit[1],M3_B_3_1_1_x_RdacSum0Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3711,&---M3---DATA---B---3---1---1---x---RdacSum0Voutcm---ddrd_n1_rxdq_ctl2_bit[1]---M3_B_3_1_1_x_RdacSum0Voutcm
3712,M3,DATA,B,3,1,1,x,RdacSum180Voutcm,ddrd_n1_rxdq_ctl2_bit[1],M3_B_3_1_1_x_RdacSum180Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3712,&---M3---DATA---B---3---1---1---x---RdacSum180Voutcm---ddrd_n1_rxdq_ctl2_bit[1]---M3_B_3_1_1_x_RdacSum180Voutcm
3713,M3,DATA,B,3,1,1,x,RdacSum270Voutcm,ddrd_n1_rxdq_ctl2_bit[1],M3_B_3_1_1_x_RdacSum270Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3713,&---M3---DATA---B---3---1---1---x---RdacSum270Voutcm---ddrd_n1_rxdq_ctl2_bit[1]---M3_B_3_1_1_x_RdacSum270Voutcm
3714,M3,DATA,B,3,1,1,x,RdacSum90Voutcm,ddrd_n1_rxdq_ctl2_bit[1],M3_B_3_1_1_x_RdacSum90Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3714,&---M3---DATA---B---3---1---1---x---RdacSum90Voutcm---ddrd_n1_rxdq_ctl2_bit[1]---M3_B_3_1_1_x_RdacSum90Voutcm
3715,M3,DATA,B,3,1,1,x,vref_ctl,ddrd_n1_rxdq_ctl2_bit[1],M3_B_3_1_1_x_VrefCtl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3715,&---M3---DATA---B---3---1---1---x---vref_ctl---ddrd_n1_rxdq_ctl2_bit[1]---M3_B_3_1_1_x_VrefCtl
3716,M3,DATA,B,3,1,1,x,Sum0OffsetTune,ddrd_n1_rxdq_ctl2_bit[1],M3_B_3_1_1_x_Sum0OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3716,&---M3---DATA---B---3---1---1---x---Sum0OffsetTune---ddrd_n1_rxdq_ctl2_bit[1]---M3_B_3_1_1_x_Sum0OffsetTune
3717,M3,DATA,B,3,1,1,x,Sum180OffsetTune,ddrd_n1_rxdq_ctl2_bit[1],M3_B_3_1_1_x_Sum180OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3717,&---M3---DATA---B---3---1---1---x---Sum180OffsetTune---ddrd_n1_rxdq_ctl2_bit[1]---M3_B_3_1_1_x_Sum180OffsetTune
3718,M3,DATA,B,3,1,1,x,Sum270OffsetTune,ddrd_n1_rxdq_ctl2_bit[1],M3_B_3_1_1_x_Sum270OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3718,&---M3---DATA---B---3---1---1---x---Sum270OffsetTune---ddrd_n1_rxdq_ctl2_bit[1]---M3_B_3_1_1_x_Sum270OffsetTune
3719,M3,DATA,B,3,1,1,x,Sum90OffsetTune,ddrd_n1_rxdq_ctl2_bit[1],M3_B_3_1_1_x_Sum90OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3719,&---M3---DATA---B---3---1---1---x---Sum90OffsetTune---ddrd_n1_rxdq_ctl2_bit[1]---M3_B_3_1_1_x_Sum90OffsetTune
3720,M3,DATA,B,3,1,2,x,Sum_rshunt,ddrd_n1_rxdq_ctl2_bit[2],M3_B_3_1_2_x_SumRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3720,&---M3---DATA---B---3---1---2---x---Sum_rshunt---ddrd_n1_rxdq_ctl2_bit[2]---M3_B_3_1_2_x_SumRshunt
3721,M3,DATA,B,3,1,2,x,Rdac_preampVoutcm,ddrd_n1_rxdq_ctl2_bit[2],M3_B_3_1_2_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3721,&---M3---DATA---B---3---1---2---x---Rdac_preampVoutcm---ddrd_n1_rxdq_ctl2_bit[2]---M3_B_3_1_2_x_RdacPreampVoutcm
3722,M3,DATA,B,3,1,2,x,preamp_rshunt,ddrd_n1_rxdq_ctl2_bit[2],M3_B_3_1_2_x_PreampRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3722,&---M3---DATA---B---3---1---2---x---preamp_rshunt---ddrd_n1_rxdq_ctl2_bit[2]---M3_B_3_1_2_x_PreampRshunt
3723,M3,DATA,B,3,1,2,x,RdacSum0Voutcm,ddrd_n1_rxdq_ctl2_bit[2],M3_B_3_1_2_x_RdacSum0Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3723,&---M3---DATA---B---3---1---2---x---RdacSum0Voutcm---ddrd_n1_rxdq_ctl2_bit[2]---M3_B_3_1_2_x_RdacSum0Voutcm
3724,M3,DATA,B,3,1,2,x,RdacSum180Voutcm,ddrd_n1_rxdq_ctl2_bit[2],M3_B_3_1_2_x_RdacSum180Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3724,&---M3---DATA---B---3---1---2---x---RdacSum180Voutcm---ddrd_n1_rxdq_ctl2_bit[2]---M3_B_3_1_2_x_RdacSum180Voutcm
3725,M3,DATA,B,3,1,2,x,RdacSum270Voutcm,ddrd_n1_rxdq_ctl2_bit[2],M3_B_3_1_2_x_RdacSum270Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3725,&---M3---DATA---B---3---1---2---x---RdacSum270Voutcm---ddrd_n1_rxdq_ctl2_bit[2]---M3_B_3_1_2_x_RdacSum270Voutcm
3726,M3,DATA,B,3,1,2,x,RdacSum90Voutcm,ddrd_n1_rxdq_ctl2_bit[2],M3_B_3_1_2_x_RdacSum90Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3726,&---M3---DATA---B---3---1---2---x---RdacSum90Voutcm---ddrd_n1_rxdq_ctl2_bit[2]---M3_B_3_1_2_x_RdacSum90Voutcm
3727,M3,DATA,B,3,1,2,x,vref_ctl,ddrd_n1_rxdq_ctl2_bit[2],M3_B_3_1_2_x_VrefCtl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3727,&---M3---DATA---B---3---1---2---x---vref_ctl---ddrd_n1_rxdq_ctl2_bit[2]---M3_B_3_1_2_x_VrefCtl
3728,M3,DATA,B,3,1,2,x,Sum0OffsetTune,ddrd_n1_rxdq_ctl2_bit[2],M3_B_3_1_2_x_Sum0OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3728,&---M3---DATA---B---3---1---2---x---Sum0OffsetTune---ddrd_n1_rxdq_ctl2_bit[2]---M3_B_3_1_2_x_Sum0OffsetTune
3729,M3,DATA,B,3,1,2,x,Sum180OffsetTune,ddrd_n1_rxdq_ctl2_bit[2],M3_B_3_1_2_x_Sum180OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3729,&---M3---DATA---B---3---1---2---x---Sum180OffsetTune---ddrd_n1_rxdq_ctl2_bit[2]---M3_B_3_1_2_x_Sum180OffsetTune
3730,M3,DATA,B,3,1,2,x,Sum270OffsetTune,ddrd_n1_rxdq_ctl2_bit[2],M3_B_3_1_2_x_Sum270OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3730,&---M3---DATA---B---3---1---2---x---Sum270OffsetTune---ddrd_n1_rxdq_ctl2_bit[2]---M3_B_3_1_2_x_Sum270OffsetTune
3731,M3,DATA,B,3,1,2,x,Sum90OffsetTune,ddrd_n1_rxdq_ctl2_bit[2],M3_B_3_1_2_x_Sum90OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3731,&---M3---DATA---B---3---1---2---x---Sum90OffsetTune---ddrd_n1_rxdq_ctl2_bit[2]---M3_B_3_1_2_x_Sum90OffsetTune
3732,M3,DATA,B,3,1,3,x,Sum_rshunt,ddrd_n1_rxdq_ctl2_bit[3],M3_B_3_1_3_x_SumRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3732,&---M3---DATA---B---3---1---3---x---Sum_rshunt---ddrd_n1_rxdq_ctl2_bit[3]---M3_B_3_1_3_x_SumRshunt
3733,M3,DATA,B,3,1,3,x,Rdac_preampVoutcm,ddrd_n1_rxdq_ctl2_bit[3],M3_B_3_1_3_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3733,&---M3---DATA---B---3---1---3---x---Rdac_preampVoutcm---ddrd_n1_rxdq_ctl2_bit[3]---M3_B_3_1_3_x_RdacPreampVoutcm
3734,M3,DATA,B,3,1,3,x,preamp_rshunt,ddrd_n1_rxdq_ctl2_bit[3],M3_B_3_1_3_x_PreampRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3734,&---M3---DATA---B---3---1---3---x---preamp_rshunt---ddrd_n1_rxdq_ctl2_bit[3]---M3_B_3_1_3_x_PreampRshunt
3735,M3,DATA,B,3,1,3,x,RdacSum0Voutcm,ddrd_n1_rxdq_ctl2_bit[3],M3_B_3_1_3_x_RdacSum0Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3735,&---M3---DATA---B---3---1---3---x---RdacSum0Voutcm---ddrd_n1_rxdq_ctl2_bit[3]---M3_B_3_1_3_x_RdacSum0Voutcm
3736,M3,DATA,B,3,1,3,x,RdacSum180Voutcm,ddrd_n1_rxdq_ctl2_bit[3],M3_B_3_1_3_x_RdacSum180Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3736,&---M3---DATA---B---3---1---3---x---RdacSum180Voutcm---ddrd_n1_rxdq_ctl2_bit[3]---M3_B_3_1_3_x_RdacSum180Voutcm
3737,M3,DATA,B,3,1,3,x,RdacSum270Voutcm,ddrd_n1_rxdq_ctl2_bit[3],M3_B_3_1_3_x_RdacSum270Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3737,&---M3---DATA---B---3---1---3---x---RdacSum270Voutcm---ddrd_n1_rxdq_ctl2_bit[3]---M3_B_3_1_3_x_RdacSum270Voutcm
3738,M3,DATA,B,3,1,3,x,RdacSum90Voutcm,ddrd_n1_rxdq_ctl2_bit[3],M3_B_3_1_3_x_RdacSum90Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3738,&---M3---DATA---B---3---1---3---x---RdacSum90Voutcm---ddrd_n1_rxdq_ctl2_bit[3]---M3_B_3_1_3_x_RdacSum90Voutcm
3739,M3,DATA,B,3,1,3,x,vref_ctl,ddrd_n1_rxdq_ctl2_bit[3],M3_B_3_1_3_x_VrefCtl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3739,&---M3---DATA---B---3---1---3---x---vref_ctl---ddrd_n1_rxdq_ctl2_bit[3]---M3_B_3_1_3_x_VrefCtl
3740,M3,DATA,B,3,1,3,x,Sum0OffsetTune,ddrd_n1_rxdq_ctl2_bit[3],M3_B_3_1_3_x_Sum0OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3740,&---M3---DATA---B---3---1---3---x---Sum0OffsetTune---ddrd_n1_rxdq_ctl2_bit[3]---M3_B_3_1_3_x_Sum0OffsetTune
3741,M3,DATA,B,3,1,3,x,Sum180OffsetTune,ddrd_n1_rxdq_ctl2_bit[3],M3_B_3_1_3_x_Sum180OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3741,&---M3---DATA---B---3---1---3---x---Sum180OffsetTune---ddrd_n1_rxdq_ctl2_bit[3]---M3_B_3_1_3_x_Sum180OffsetTune
3742,M3,DATA,B,3,1,3,x,Sum270OffsetTune,ddrd_n1_rxdq_ctl2_bit[3],M3_B_3_1_3_x_Sum270OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3742,&---M3---DATA---B---3---1---3---x---Sum270OffsetTune---ddrd_n1_rxdq_ctl2_bit[3]---M3_B_3_1_3_x_Sum270OffsetTune
